name,channel,ignored,version,latest_version,latest_upload_time,depended,notes,summary,home_url,dev_url,doc_url,license,direct_dep_count,direct_dep_names,depends_on_python,depends_on_nodejs,depends_on_perl,depends_on_ruby,depends_on_java,linux-64,linux-aarch64,linux-armv7l,linux-ppc64le,noarch,osx-64,osx-arm64,win-32,win-64,win-arm64
h5py,,False,,3.16.0,2026-04-07,astropy,,Read and write HDF5 files from Python,http://www.h5py.org/,https://github.com/h5py/h5py,,BSD-3-Clause,9,cached-property/hdf5/libgcc/numpy/python/python_abi/ucrt/vc/vc14_runtime,True,False,False,False,False,True,True,False,True,False,True,True,True,True,False
healpy,,False,,1.19.0,2026-05-03,,,Healpix tools package for Python,http://github.com/healpy,http://github.com/healpy/healpy,http://healpy.readthedocs.org/,GPL-2.0-only,17,astropy-base/cfitsio/libcxx/libgcc/libgfortran/libgfortran5/libstdcxx/libzlib/llvm-openmp/matplotlib-base/numpy/python/python_abi/scipy/ucrt/vc/vc14_runtime,True,False,False,False,False,True,True,False,True,False,True,True,False,True,False
holoviews,,False,,1.22.1,2025-12-05,,,Stop plotting your data - annotate your data and let it visualize itself.,www.holoviews.org,https://github.com/ioam/holoviews,http://holoviews.org/getting_started/index.html,BSD-3-Clause,16,bokeh/colorcet/ipython/jupyter/matplotlib/matplotlib-base/narwhals/notebook/numpy/packaging/pandas/panel/param/python/python-dateutil/pyviz_comms,True,False,False,False,False,True,False,False,False,True,True,False,True,True,False
html5lib,,False,,1.1,2024-12-13,pandas/astropy,,HTML parser based on the WHATWG HTML specification,https://github.com/html5lib/html5lib-python,https://github.com/html5lib/html5lib-python,http://html5lib.readthedocs.org/,MIT,3,python/six/webencodings,True,False,False,False,False,True,False,False,False,True,True,False,True,True,False
httpx,,False,,0.28.1,2024-12-08,,,A next-generation HTTP client for Python.,https://github.com/encode/httpx,https://github.com/encode/httpx,https://www.encode.io/httpx/,BSD-3-Clause,10,anyio/certifi/httpcore/idna/pypy3.8/pypy3.9/python/python_abi/rfc3986/sniffio,True,False,False,False,False,True,True,False,True,True,True,True,False,True,False
ics,,True,,0.7,2021-02-06,,,Pythonic iCalendar (RFC 5545) Parser,https://github.com/C4ptainCrunch/ics.py/,https://github.com/C4ptainCrunch/ics.py/,https://icspy.readthedocs.io/en/stable/,Apache-2.0,5,arrow/python/python-dateutil/six/tatsu,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
imageio,,True,,2.37.0,2025-01-30,,,A Python library for reading and writing image data,https://imageio.github.io,https://github.com/imageio/imageio,https://imageio.readthedocs.io,BSD-2-Clause,5,enum34/futures/numpy/pillow/python,True,False,False,False,False,True,True,False,True,True,True,False,True,True,False
intel-cmplr-lib-rt,,False,,2026.0.0,2026-05-05,numba,,Runtime for Intel® C++ Compiler Classic,https://software.intel.com/content/www/us/en/develop/tools.html,https://software.intel.com/content/www/us/en/develop/documentation/cpp-compiler-developer-guide-and-reference/top.html,https://software.intel.com/content/www/us/en/develop/tools/oneapi/components/dpc-compiler.html,LicenseRef-Proprietary-Intel-End-User-License-Agreement-for-Developer-Tools,6,intel-cmplr-lic-rt/libgcc/libgcc-ng/libstdcxx/libstdcxx-ng/libzlib,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
intel-openmp,,False,,2025.3.2,2026-04-23,numba,,Intel® oneAPI Compiler OpenMP runtime,https://www.intel.com/content/www/us/en/developer/tools/overview.html,,https://www.intel.com/content/www/us/en/developer/tools/overview.html,LicenseRef-IntelSimplifiedSoftwareOct2022,0,,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
ipykernel,,False,,7.2.0,2026-02-08,,,IPython Kernel for Jupyter,https://ipython.org/,https://github.com/ipython/ipykernel,https://ipykernel.readthedocs.io/,BSD-3-Clause,14,appnope/comm/debugpy/ipython/jupyter_client/jupyter_core/matplotlib-inline/nest-asyncio/packaging/psutil/python/pyzmq/tornado/traitlets,True,False,False,False,False,True,True,False,True,True,True,True,True,True,False
ipympl,,False,,0.10.0,2019-05-30,,,Matplotlib Jupyter Extension,https://github.com/matplotlib/ipympl,https://github.com/matplotlib/ipympl,https://matplotlib.org/ipympl,BSD-3-Clause,5,ipykernel/ipywidgets/matplotlib-base/python/six,True,False,False,False,False,True,False,False,False,True,True,False,True,True,False
ipyparallel,,False,,9.1.0,2021-01-22,,,Interactive Parallel Computing with IPython,http://ipython.org,https://github.com/ipython/ipyparallel,https://ipyparallel.readthedocs.io/,BSD-3-Clause,12,decorator/ipykernel/ipython/ipython_genutils/jupyter_client/pypy3.6/pypy3.7/python/python-dateutil/python_abi/pyzmq/tornado,True,False,False,False,False,True,True,False,True,True,True,True,True,True,False
ipython,,False,,9.13.0,2026-04-24,numba,,IPython: Productive Interactive Computing,https://ipython.org/,https://github.com/ipython/ipython,https://ipython.readthedocs.io/,BSD-3-Clause,21,appnope/backcall/colorama/decorator/ipython_pygments_lexers/jedi/matplotlib-inline/pexpect/pickleshare/prompt-toolkit/prompt_toolkit/psutil/pygments/python/python_abi/setuptools/simplegeneric/stack_data/traitlets/typing_extensions/win_unicode_console,True,False,False,False,False,True,True,False,True,True,True,True,True,True,False
ipywidgets,,False,,8.1.8,2018-04-16,,,Jupyter Interactive Widgets,https://github.com/jupyter-widgets/ipywidgets,,https://ipywidgets.readthedocs.io/en/latest/,BSD-3-Clause,6,ipykernel/ipython/nbformat/python/traitlets/widgetsnbextension,True,False,False,False,False,True,False,False,False,True,True,False,True,True,False
jinja2,,False,,3.1.6,2025-11-30,pandas/numba,,A very fast and expressive template engine.,http://jinja.pocoo.org,https://github.com/pallets/jinja,http://jinja.pocoo.org/docs/dev/,BSD-3-Clause,2,markupsafe/python,True,False,False,False,False,True,False,False,False,True,True,False,True,True,False
joblib,,False,,1.5.3,2025-12-15,statsmodels,,Lightweight pipelining: using Python functions as pipeline jobs.,https://pypi.org/project/joblib/,,,BSD-3-Clause,2,python/setuptools,True,False,False,False,False,True,False,False,False,True,True,False,True,True,False
johnnydep,,False,,1.20.5,2024-07-02,,,Display dependency tree of Python distribution,https://github.com/wimglenn/johnnydep,https://github.com/wimglenn/johnnydep,,MIT,16,anytree/cachetools/colorama/distlib/importlib-metadata/oyaml/packaging/pip/pkginfo/python/setuptools/structlog/tabulate/toml/wheel/wimpy,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
jplephem,,False,,2.24,2026-03-02,astropy,,"Python version of NASA DE4xx ephemerides, the basis for the Astronomical Alamanac",https://pypi.python.org/pypi/jplephem,,,MIT,2,numpy/python,True,False,False,False,False,True,False,False,False,True,True,False,True,True,False
jupytext,,False,,master,2019-09-02,,,"Jupyter notebooks as Markdown documents, Julia, Python or R scripts",https://github.com/mwouts/jupytext,,https://github.com/mwouts/jupytext/blob/main/README.md,MIT,2,nbformat/pyyaml,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
kml2geojson,,False,,5.1.0,2022-05-24,,,A Python library to covert KML files to GeoJSON files,https://github.com/araichev/kml2geojson,,,MIT,2,click/python,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
libsharp,,True,,1.0.0,2026-02-22,,,"Library for fast spherical harmonic transforms, see http://arxiv.org/abs/1303.4945",https://github.com/Libsharp/libsharp.git,,,GPL-2.0-only,5,libgcc/llvm-openmp/numpy/python/python_abi,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
line_profiler,,True,,5.0.2,2026-02-24,,,A module for monitoring memory usage of a python program,https://github.com/pyutils/line_profiler,https://github.com/pyutils/line_profiler,https://github.com/pyutils/line_profiler,BSD-3-Clause,11,ipython/libcxx/libgcc/libstdcxx/python/python_abi/tomli/typing_extensions/ucrt/vc/vc14_runtime,True,False,False,False,False,True,True,False,True,False,True,True,True,True,False
llvm-openmp,,False,,22.1.4,2026-04-22,numba,,The OpenMP API supports multi-platform shared-memory parallel programming in C/C++ and Fortran.,http://openmp.llvm.org/,https://github.com/llvm/llvm-project/,,Apache-2.0 WITH LLVM-exception,3,ucrt/vc/vc14_runtime,False,False,False,False,False,True,True,False,True,False,True,True,False,True,False
lxml,,False,,6.1.0,2026-04-18,pandas/networkx,,Pythonic binding for the C libraries libxml2-devel and libxslt.,http://lxml.de/,https://github.com/lxml/lxml,http://lxml.de/index.html#documentation,BSD-3-Clause and MIT-CMU,10,libgcc/libxml2/libxml2-16/libxslt/libzlib/python/python_abi/ucrt/vc/vc14_runtime,True,False,False,False,False,True,True,False,True,False,True,True,True,True,False
make_arq,,True,,0.1,2021-11-25,,,A tool for generating Sony A7RIII/IV and Fujifilm GFX 100 Pixel-Shift files.,https://github.com/ickc/make_arq,,,GPL-3.0-only,8,libgcc-ng/numpy/pypy3.7/python/python_abi/tifffile/vc/vs2015_runtime,True,False,False,False,False,True,True,False,True,False,True,False,False,True,False
makefun,,False,,1.16.0,2025-05-14,,,Small library to dynamically create python functions.,https://github.com/smarie/python-makefun,https://github.com/smarie/python-makefun,https://smarie.github.io/python-makefun,BSD-3-Clause,1,python,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
mamba,,True,,2.6.0,2026-04-29,,,"A fast drop-in alternative to conda, using libsolv for dependency resolution",https://github.com/mamba-org/mamba,https://github.com/mamba-org/mamba,https://mamba.readthedocs.io/,BSD-3-Clause,8,libcxx/libmamba/reproc/reproc-cpp/ucrt/vc/vc14_runtime/zstd,False,False,False,False,False,True,True,False,True,False,True,True,False,True,False
map_parallel,,False,,0.2.0,2021-06-10,,,A drop-in replacement of map/starmap but in parallel with different backends.,https://github.com/ickc/python-map_parallel,,,BSD-3-Clause,1,python,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
markdown,,True,,3.10.2,2026-02-10,,,Python implementation of Markdown.,https://python-markdown.github.io/,https://github.com/Python-Markdown/markdown,https://python-markdown.github.io/,BSD-3-Clause,2,importlib-metadata/python,True,False,False,False,False,True,False,False,False,True,True,False,True,True,False
markdown2,,True,,2.5.5,2026-03-05,,,A fast and complete Python implementation of Markdown,https://github.com/trentm/python-markdown2,,,MIT,1,python,True,False,False,False,False,True,False,False,False,True,True,False,True,True,False
matplotlib,,False,,3.10.9,2026-04-28,pandas/astropy/statsmodels,,Publication quality figures in Python,http://matplotlib.org/,https://github.com/matplotlib/matplotlib/,http://matplotlib.org/contents.html,PSF-2.0,5,matplotlib-base/pyside6/python/python_abi/tornado,True,False,False,False,False,True,True,False,True,False,True,True,True,True,False
mkl,,False,,2025.3.1,2025-09-05,numpy,,Intel® oneAPI Math Kernel Library runtime libraries,https://www.intel.com/content/www/us/en/developer/tools/oneapi/onemkl.html,,https://www.intel.com/content/www/us/en/developer/tools/oneapi/onemkl.html,LicenseRef-IntelSimplifiedSoftwareOct2022,2,_openmp_mutex/tbb,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False
mpmath,,False,,1.4.1,2017-01-14,astropy,,Python library for arbitrary-precision floating-point arithmetic,http://mpmath.org,https://github.com/fredrik-johansson/mpmath,http://mpmath.org/doc/current/,BSD-3-Clause,1,python,True,False,False,False,False,True,False,False,False,True,True,False,True,True,False
multipledispatch,,True,,0.6.0,2024-07-25,,,Multiple dispatch,https://github.com/mrocklin/multipledispatch/,https://github.com/mrocklin/multipledispatch/,https://multiple-dispatch.readthedocs.io,BSD-3-Clause,2,python/six,True,False,False,False,False,True,False,False,False,True,True,False,True,True,False
mypy,,False,,1.20.2,2026-04-21,,,Optional static typing for Python,http://mypy-lang.org,https://github.com/python/mypy,http://mypy.readthedocs.io,MIT,13,libgcc/mypy_extensions/pathspec/psutil/python/python-librt/python_abi/tomli/typed-ast/typing_extensions/ucrt/vc/vc14_runtime,True,False,False,False,False,True,True,False,True,True,True,True,True,True,False
nbconvert,,False,,7.17.1,2026-04-08,,,Converting Jupyter Notebooks,https://jupyter.org,https://github.com/jupyter/nbconvert,https://nbconvert.readthedocs.org/,BSD-3-Clause,22,beautifulsoup4/bleach/defusedxml/entrypoints/jinja2/jupyter_client/jupyter_core/jupyterlab_pygments/markupsafe/mistune/nbclient/nbconvert-core/nbconvert-pandoc/nbformat/pandoc/pandocfilters/pygments/pypy3.7/python/python_abi/testpath/traitlets,True,False,False,False,False,True,True,False,True,True,True,True,True,True,False
nbsphinx,,False,,0.9.8,2025-11-28,,,Jupyter Notebook Tools for Sphinx,http://nbsphinx.rtfd.org/,,,MIT,7,docutils/jinja2/nbconvert/nbformat/python/sphinx/traitlets,True,False,False,False,False,True,False,False,False,True,True,False,True,True,False
networkx,,False,,3.6.1,2025-12-08,bokeh,https://networkx.org/documentation/stable/install.html#extra-packages,Python package for creating and manipulating complex networks,https://networkx.github.io/,https://github.com/networkx/networkx,http://networkx.github.io/documentation.html,BSD-3-Clause,3,decorator/python/setuptools,True,False,False,False,False,True,False,False,False,True,True,False,True,True,False
nikola,,True,,8.2.2,2022-05-24,,,"A modular, fast, simple, static website and blog generator",https://getnikola.com/,,,MIT,18,babel/blinker/docutils/doit/lxml/mako/markdown/natsort/piexif/pillow/pygments/pyrss2gen/python/python-dateutil/requests/setuptools/unidecode/yapsy,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
nltk,,True,,3.9.4,2026-03-24,,,Natural Language Toolkit,http://nltk.org/,https://github.com/nltk/nltk,http://www.nltk.org/,Apache-2.0,6,click/joblib/python/regex/six/tqdm,True,False,False,False,False,True,False,False,False,True,True,False,True,True,False
nose,,True,,1.3.7,2020-10-11,,,Nose extends unittest to make testing easier,,,,LGPL-2.0,1,python,True,False,False,False,False,True,True,False,True,True,True,False,True,True,False
numba,,False,,0.65.1,2026-04-24,pandas,https://numba.pydata.org/numba-doc/latest/user/installing.html#dependency-list,NumPy aware dynamic Python compiler using LLVM,http://numba.pydata.org,https://github.com/numba/numba,http://numba.pydata.org/,BSD-2-Clause,12,_openmp_mutex/libcxx/libgcc/libstdcxx/llvm-openmp/llvmlite/numpy/python/python_abi/ucrt/vc/vc14_runtime,True,False,False,False,False,True,True,False,True,False,True,True,False,True,False
numba_quaternion,,True,,0.2.0,2021-03-20,,,Some convenience functions for Cosmology-related analysis.,https://github.com/ickc/numba_quaternion,,,BSD-3-Clause,3,numba/numpy/python,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
numexpr,,False,,2.14.1,2025-11-08,pandas,,Fast numerical expression evaluator for NumPy.,https://github.com/pydata/numexpr,https://github.com/pydata/numexpr,https://github.com/pydata/numexpr/wiki/Numexpr-Users-Guide,MIT,9,libgcc/libstdcxx/nomkl/numpy/python/python_abi/ucrt/vc/vc14_runtime,True,False,False,False,False,True,True,False,True,False,True,True,True,True,False
numpy,,False,,2.4.3,2026-03-18,,https://numpy.org/install/#numpy-packages--accelerated-linear-algebra-libraries,The fundamental package for scientific computing with Python.,http://numpy.org/,https://github.com/numpy/numpy,https://numpy.org/doc/stable/,BSD-3-Clause,11,libblas/libcblas/libcxx/libgcc/liblapack/libstdcxx/python/python_abi/ucrt/vc/vc14_runtime,True,False,False,False,False,True,True,False,True,False,True,True,False,True,False
odfpy,,False,,1.4.1,2024-12-18,pandas,,Python API and tools to manipulate OpenDocument files,https://github.com/eea/odfpy,,,Apache-2.0,2,defusedxml/python,True,False,False,False,False,True,False,False,False,True,True,False,True,True,False
opencv,,True,,4.13.0,2026-05-02,,,Computer vision and machine learning software library.,https://opencv.org/,https://github.com/opencv/opencv,https://docs.opencv.org/4.x/,Apache-2.0,5,hdf5/libopencv/libprotobuf/py-opencv/python_abi,True,False,False,False,False,True,True,False,True,False,True,True,True,True,False
openpyxl,,False,,3.1.5,2026-01-22,pandas,,A Python library to read/write Excel 2010 xlsx/xlsm files,https://openpyxl.readthedocs.io,https://foss.heptapod.net/openpyxl/openpyxl/,https://openpyxl.readthedocs.io/en/stable/,MIT,7,et_xmlfile/libgcc/python/python_abi/ucrt/vc/vc14_runtime,True,False,False,False,False,True,True,False,True,True,True,True,True,True,False
oyaml,,False,,1.0,2020-10-11,,,Ordered YAML: drop-in replacement for PyYAML which preserves dict ordering,https://github.com/wimglenn/oyaml,,,MIT,3,python/python_abi/pyyaml,True,False,False,False,False,True,False,False,False,True,True,False,False,True,False
palettable,,False,,3.3.3,2024-12-12,,,Color palettes for Python,https://jiffyclub.github.io/palettable/,,,MIT,1,python,True,False,False,False,False,True,False,False,False,True,True,False,True,True,False
pancritic,,True,,0.3.2,2020-12-23,,,CriticMarkdup parser with optional pandoc backend,https://github.com/ickc/pancritic,,,BSD-3-Clause,1,python,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
pandas,,False,,3.0.2,2026-03-31,astropy,https://pandas.pydata.org/docs/getting_started/install.html#optional-dependencies,"Powerful data structures for data analysis, time series, and statistics",http://pandas.pydata.org/,https://github.com/pandas-dev/pandas,https://pandas.pydata.org/docs/,BSD-3-Clause,12,libcxx/libgcc/libstdcxx/numpy/python/python-dateutil/python-tzdata/python_abi/pytz/ucrt/vc/vc14_runtime,True,False,False,False,False,True,True,False,True,False,True,True,True,True,False
pandoc,,True,,3.9.0.2,2026-03-19,,,The universal markup converter,http://pandoc.org/,https://github.com/jgm/pandoc,http://pandoc.org/MANUAL.html,GPL-2.0-or-later,0,,False,False,False,False,False,True,True,False,False,False,True,True,True,True,False
pandoc-crossref,,True,,0.3.22,2025-10-31,,,Pandoc filter for cross-references,https://github.com/lierdakil/pandoc-crossref/,https://hackage.haskell.org/package/pandoc-crossref/,https://lierdakil.github.io/pandoc-crossref/,GPL-2.0-or-later,1,pandoc,False,False,False,False,False,True,False,False,False,False,True,True,False,True,False
pandocfilters,,True,,1.5.0,2021-09-14,,,A python module for writing pandoc filters,https://github.com/jgm/pandocfilters,https://github.com/jgm/pandocfilters,,BSD-3-Clause,1,python,True,False,False,False,False,True,False,False,False,True,True,False,True,True,False
panflute,,True,,2.1.3,2022-01-26,,,Pythonic Pandoc filters,https://github.com/sergiocorreia/panflute,https://github.com/sergiocorreia/panflute,http://scorreia.com/software/panflute/,BSD-3-Clause,3,click/python/pyyaml,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
pannb,,True,,0.1.3,2022-01-26,,,pannb—pandoc filter for ipynb,https://github.com/ickc/pannb/,https://github.com/ickc/pannb/issues/,https://ickc.github.io/pannb/,BSD-3-Clause,2,panflute/python,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
pantable,,True,,0.14.2,2022-01-26,,,A Python library for writing pandoc filters for tables with batteries included.,https://github.com/ickc/pantable/,https://github.com/ickc/pantable/,https://ickc.github.io/pantable/,BSD-3-Clause,5,backports.cached-property/numpy/panflute/python/pyyaml,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
parsl,,False,,2026.5.4,2026-05-05,,,Simple parallel workflows system for Python,https://github.com/Parsl/parsl,https://github.com/Parsl/parsl,https://parsl.readthedocs.io/,Apache-2.0,11,dill/filelock/psutil/python/pyzmq/requests/setproctitle/sortedcontainers/tblib/typeguard/typing-extensions,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
pickle-compat,,True,,2.1.0,2021-06-06,,,Python 2/3 compatibility layer for Pickle,https://github.com/Doist/pickle-compat,,,MIT,1,python,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
pickleshare,,True,,0.7.5,2024-12-04,,,Tiny 'shelve'-like database with concurrency support,https://github.com/pickleshare/pickleshare/,,,MIT,1,python,True,False,False,False,False,True,True,False,True,True,True,False,True,True,False
pillow,,False,,12.2.0,2026-04-01,,,Pillow is the friendly PIL fork by Alex Clark and Contributors,https://pillow.readthedocs.io/,https://github.com/python-pillow/Pillow/,,HPND,20,freetype/jpeg/lcms2/libfreetype/libfreetype6/libgcc/libjpeg-turbo/libtiff/libwebp-base/libxcb/olefile/openjpeg/python/python_abi/tk/ucrt/vc/vc14_runtime/zlib/zlib-ng,True,False,False,False,False,True,True,False,True,False,True,True,True,True,False
pip,,False,,26.1.1,2020-01-30,,,PyPA recommended tool for installing Python packages,https://pip.pypa.io/en/stable/,https://github.com/pypa/pip,https://pip.pypa.io/en/stable/,MIT,3,python/setuptools/wheel,True,False,False,False,False,True,True,False,True,True,True,False,True,True,False
platformdirs,,False,,4.9.6,2026-04-09,,,"A small Python module for determining appropriate platform-specific dirs, e.g. a ""user data dir"".",https://github.com/platformdirs/platformdirs,https://github.com/platformdirs/platformdirs,,MIT,1,python,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
plotly,,False,,6.6.0,2026-03-04,,,"An interactive, browser-based graphing library for Python",https://plot.ly/python/,https://github.com/plotly/plotly.py,https://plot.ly/python/,MIT,9,decorator/narwhals/nbformat/packaging/python/pytz/requests/setuptools/six,True,False,False,False,False,True,False,False,False,True,True,False,True,True,False
pockets,,True,,0.9.1,2024-12-23,,,A collection of helpful Python tools!,http://pockets.readthedocs.org,,,BSD-3-Clause,2,python/six,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
poetry,,False,,2.4.0,2026-05-03,,,Python dependency management and packaging made easy,https://python-poetry.org/,https://github.com/python-poetry/poetry,https://python-poetry.org/docs/,MIT,38,cachecontrol/cachecontrol-with-filecache/cleo/crashtest/dulwich/filelock/findpython/html5lib/httpx/importlib-metadata/jsonschema/keyring/lockfile/packaging/pbs-installer/pexpect/pkginfo/platformdirs/poetry-core/poetry-plugin-export/pyproject_hooks/pypy3.8/pypy3.9/python/python-build/python-fastjsonschema/python-installer/python_abi/requests/requests-toolbelt/shellingham/tomli/tomlkit/trove-classifiers/urllib3/virtualenv/xattr/zstandard,True,False,False,False,False,True,True,False,True,True,True,True,False,True,False
psutil,,False,,7.2.2,2026-01-29,bokeh,,A cross-platform process and system utilities module for Python,https://github.com/giampaolo/psutil,https://github.com/giampaolo/psutil,https://psutil.readthedocs.io/,BSD-3-Clause,6,libgcc/python/python_abi/ucrt/vc/vc14_runtime,True,False,False,False,False,True,True,False,True,False,True,True,True,True,False
psycopg2,,False,,2.9.11,2026-01-02,pandas,,PostgreSQL database adapter for Python,http://initd.org/psycopg/,https://github.com/psycopg/psycopg2/,http://initd.org/psycopg/docs/,LGPL-3.0-or-later,8,libgcc/libpq/openssl/python/python_abi/ucrt/vc/vc14_runtime,True,False,False,False,False,True,True,False,True,False,True,True,True,True,False
ptxcompiler,,False,,0.8.1,2024-10-01,numba,,PTX Static compiler and Numba patch,https://github.com/rapidsai/ptxcompiler,,,Apache-2.0,7,cudatoolkit/libgcc/libgcc-ng/libstdcxx/libstdcxx-ng/python/python_abi,True,False,False,False,False,True,True,False,True,False,False,False,False,False,False
py-cpuinfo,,False,,9.0.0,2024-12-03,,,A module for getting CPU info with pure Python,https://github.com/workhorsy/py-cpuinfo,https://github.com/workhorsy/py-cpuinfo,,MIT,1,python,True,False,False,False,False,True,False,False,False,True,True,False,True,True,False
pyarrow,,False,,24.0.0,2026-04-23,pandas/astropy,,Python libraries for Apache Arrow with default capabilities,http://github.com/apache/arrow,,,Apache-2.0,7,libarrow-acero/libarrow-dataset/libarrow-substrait/libparquet/pyarrow-core/python/python_abi,True,False,False,False,False,True,True,False,True,False,True,True,False,True,False
pycodestyle,,True,,2.14.0,2025-06-22,,,Python style guide checker,https://pycodestyle.readthedocs.io/,https://github.com/PyCQA/pycodestyle,https://pycodestyle.readthedocs.io/,MIT,1,python,True,False,False,False,False,True,False,False,False,True,True,False,True,True,False
pydocstyle,,True,,6.3.0,2024-12-03,,,Python docstring style checker (formerly pep257),https://github.com/PyCQA/pydocstyle,https://github.com/PyCQA/pydocstyle,http://pydocstyle.readthedocs.org,MIT,3,python/snowballstemmer/tomli,True,False,False,False,False,True,False,False,False,True,True,False,True,True,False
pydot,,False,,4.0.1,2025-12-21,networkx,,Python interface to Graphviz's Dot,https://github.com/erocarrera/pydot,https://github.com/erocarrera/pydot,https://pypi.python.org/pypi/pydot,MIT,3,graphviz/pyparsing/python,True,False,False,False,False,True,True,False,True,True,True,True,False,True,False
pygithub,,True,,2.9.1,2026-04-14,,,Python library implementing the GitHub API v3,http://pygithub.github.io/PyGithub,https://github.com/PyGithub/PyGithub,http://pygithub.github.io/PyGithub,LGPL-3.0-only,11,cryptography/deprecated/pyjwt/pynacl/pypy3.6/python/python-dateutil/python_abi/requests/typing-extensions/urllib3,True,False,False,False,False,True,True,False,True,True,True,False,True,True,False
pygments,,False,,2.20.0,2026-03-29,numba,,"Pygments is a generic syntax highlighter suitable for use in code hosting, forums, wikis or other applications that need to prettify source code.",http://pygments.org/,,,BSD-2-Clause,2,python/setuptools,True,False,False,False,False,True,False,False,False,True,True,False,True,True,False
pygraphviz,,False,,1.14,2026-01-18,networkx,,Python interface to Graphviz,http://pygraphviz.github.io,https://github.com/pygraphviz/pygraphviz,https://graphviz.readthedocs.io,BSD-3-Clause,7,graphviz/libgcc/python/python_abi/ucrt/vc/vc14_runtime,True,False,False,False,False,True,True,False,True,False,True,True,False,True,False
pylint,,False,,4.0.5,2026-02-20,,,python code static checker,http://www.pylint.org/,https://github.com/PyCQA/pylint/,https://pylint.readthedocs.io/en/latest/,GPL-2.0-or-later,15,astroid/backports.functools_lru_cache/colorama/configparser/dill/isort/mccabe/platformdirs/python/python_abi/singledispatch/six/toml/tomli/tomlkit,True,False,False,False,False,True,True,False,True,True,True,True,True,True,False
pymediainfo,,False,,7.0.1,2025-08-28,,,A Python wrapper around the MediaInfo library,https://github.com/sbraz/pymediainfo,https://github.com/sbraz/pymediainfo,https://pymediainfo.readthedocs.io/,MIT,3,libmediainfo/python/python_abi,True,False,False,False,False,True,False,False,False,False,True,True,False,True,False
pyment,,True,,0.3.3,2021-07-20,,,Generate/convert automatically the docstrings from code signature,https://github.com/dadadel/pyment,,,GPL-3.0-only,1,python,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
pymysql,,False,,1.1.3,2026-05-01,pandas,,Pure Python MySQL Driver,http://github.com/PyMySQL/PyMySQL,https://github.com/PyMySQL/PyMySQL,http://pymysql.readthedocs.io/,MIT,1,python,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
pyotp,,False,,2.9.0,2024-12-24,,,Python One Time Password Library,https://github.com/pyauth/pyotp,https://github.com/pyauth/pyotp,https://pyotp.readthedocs.io/,MIT,1,python,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
pypandoc,,True,,1.17,2026-03-15,,,Thin wrapper for pandoc,https://github.com/bebraw/pypandoc,https://github.com/JessicaTegner/pypandoc,https://github.com/JessicaTegner/pypandoc#readme,MIT,2,pandoc/python,True,False,False,False,False,True,False,False,False,True,True,False,True,True,False
pyreadstat,,False,,1.3.4,2026-04-15,pandas,,"read SAS, SPSS and STATA files into pandas data frames",https://github.com/Roche/pyreadstat,https://github.com/Roche/pyreadstat,https://github.com/Roche/pyreadstat,Apache-2.0,11,libgcc/libiconv/libzlib/narwhals/numpy/python/python_abi/ucrt/vc/vc14_runtime/zlib,True,False,False,False,False,True,True,False,True,False,True,True,False,True,False
pyrss2gen,,False,,1.1,2020-12-29,,,Generate RSS2 using a Python data structure,http://dalkescientific.com/Python/PyRSS2Gen.html,,,BSD-1-Clause,1,python,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
pyslalib,,True,,1.0.4,2022-11-02,,,f2py and numpy based wrappers for SLALIB,https://github.com/scottransom/pyslalib,,,GPL-2.0-or-later,9,libgcc-ng/libgfortran/libgfortran-ng/libgfortran5/numpy/pypy3.8/pypy3.9/python/python_abi,True,False,False,False,False,True,True,False,True,False,True,False,False,False,False
pysm3,,True,,3.4.4,2026-04-03,,,Python Sky Model for Microwave and Submm experiments,https://github.com/healpy/pysm,,https://pysm3.readthedocs.io/,BSD-3-Clause,8,astropy-base/h5py/healpy/numba/numpy/python/scipy/toml,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
